date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,dataset,price
20140818T000000,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,1946,0,98177,47.7243,-122.363,test,
20140811T000000,3,2.25,2610,9409,1.0,1,4,4,8,2610,0,1963,0,98075,47.5789,-122.076,test,
20150217T000000,4,2.25,2530,10611,1.0,0,0,5,8,1320,1210,1977,0,98006,47.5698,-122.132,test,
20140815T000000,5,5.5,6640,40014,2.0,1,4,3,12,6350,290,2004,0,98155,47.7493,-122.28,test,
20140528T000000,5,1.5,2680,28014,1.0,0,0,4,8,1450,1230,1963,0,98004,47.6348,-122.196,test,
20150316T000000,4,2.75,2050,4000,2.0,0,0,3,8,2050,0,2014,0,98001,47.3522,-122.275,test,
20140625T000000,3,2.5,2320,2267,3.0,0,0,3,8,2320,0,2009,0,98177,47.7027,-122.359,test,
20150303T000000,4,2.5,2870,6658,2.0,0,0,3,8,2870,0,2004,0,98065,47.5394,-121.878,test,
20150512T000000,5,3.5,4010,6000,2.0,0,3,3,9,2560,1450,1997,0,98178,47.4928,-122.229,test,
20150107T000000,2,1.0,1960,186872,1.5,0,0,4,6,1960,0,1936,0,98001,47.2681,-122.267,test,
20140908T000000,2,1.0,1360,69260,1.0,0,0,4,5,1360,0,1937,0,98065,47.5229,-121.838,test,
20140514T000000,3,1.5,2360,6750,2.0,0,0,5,7,1930,430,1926,0,98103,47.6923,-122.332,test,
20140708T000000,3,1.5,1830,9848,1.0,0,0,5,7,1830,0,1962,0,98056,47.539,-122.18,test,
20150311T000000,4,1.75,2030,15400,1.0,0,1,3,9,1130,900,1975,0,98166,47.4603,-122.365,test,
20150130T000000,3,3.25,3020,6073,2.0,0,0,4,9,3020,0,1954,0,98112,47.6332,-122.29,test,
20150311T000000,2,1.0,1060,7868,1.0,0,0,3,7,1060,0,1952,0,98155,47.7414,-122.295,test,
20140826T000000,4,2.25,2520,2370,2.0,0,0,3,8,1690,830,1908,0,98122,47.6109,-122.303,test,
20150326T000000,4,2.5,2400,7270,2.0,0,0,3,8,2400,0,1993,0,98003,47.2697,-122.312,test,
20140626T000000,2,1.0,920,7569,1.0,0,0,4,6,920,0,1950,0,98168,47.4951,-122.302,test,
20141018T000000,5,3.25,3620,4650,2.0,0,0,3,8,2790,830,2004,0,98038,47.3552,-122.026,test,
20150221T000000,3,3.5,2050,2020,2.0,0,0,3,8,1520,530,2006,0,98112,47.6235,-122.306,test,
20141124T000000,3,2.5,2430,5128,1.0,0,1,3,8,1270,1160,1978,0,98136,47.5198,-122.389,test,
20150312T000000,3,1.75,1600,4888,1.0,0,0,3,6,1600,0,2014,0,98042,47.383,-122.097,test,
20150330T000000,4,2.5,3060,7710,2.0,0,0,3,9,3060,0,2009,0,98059,47.4828,-122.136,test,
20141106T000000,3,2.5,1820,6785,1.0,0,0,3,7,1420,400,1994,0,98092,47.3201,-122.177,test,
20140603T000000,3,3.0,2080,10521,1.5,0,0,3,9,2080,0,2004,0,98034,47.6987,-122.228,test,
20140722T000000,4,1.5,1850,6125,1.5,0,0,3,6,1110,740,1945,0,98126,47.5352,-122.37,test,
20150204T000000,2,0.75,890,19703,1.0,0,0,3,6,890,0,1934,0,98045,47.4922,-121.783,test,
20150223T000000,5,2.75,2990,6370,2.0,0,0,3,8,2990,0,2014,0,98059,47.4853,-122.154,test,
20140911T000000,4,2.5,2990,7928,2.0,0,0,3,9,2990,0,2011,0,98010,47.3139,-122.024,test,
20150427T000000,3,2.5,2050,8172,2.0,0,0,3,8,2050,0,2002,0,98168,47.4808,-122.28,test,
20141201T000000,3,1.75,1530,9800,1.0,0,0,5,8,1530,0,1958,0,98133,47.7655,-122.336,test,
20150206T000000,4,2.5,2540,6491,2.0,0,0,3,8,2540,0,1997,0,98008,47.6363,-122.117,test,
20150323T000000,3,2.5,1710,10341,2.0,0,2,3,7,1710,0,1986,0,98030,47.3494,-122.171,test,
20140912T000000,2,2.0,2090,6000,2.0,0,1,3,7,2090,0,1918,1985,98116,47.5732,-122.413,test,
20150330T000000,5,3.5,3990,5000,2.0,0,0,3,8,2910,1080,2004,0,98118,47.54,-122.27,test,
20141110T000000,2,1.75,1620,113862,1.5,0,0,3,7,1620,0,1995,0,98045,47.4821,-121.719,test,
20141201T000000,3,2.25,2550,4089,2.0,0,0,3,9,2550,0,1983,0,98112,47.6272,-122.297,test,
20141204T000000,3,1.75,2060,58341,1.0,0,4,3,8,1100,960,1982,0,98070,47.4193,-122.439,test,
20141006T000000,4,2.5,2350,3760,2.0,0,0,3,8,2350,0,2014,0,98059,47.4786,-122.123,test,
20140616T000000,4,2.75,3130,139392,2.0,0,0,4,9,3130,0,1981,0,98030,47.3535,-122.19,test,
20140513T000000,3,2.0,1940,5820,1.5,0,0,5,7,1150,790,1944,0,98107,47.6638,-122.362,test,
20150506T000000,4,1.5,1300,7200,1.0,0,0,4,7,1300,0,1970,0,98031,47.4179,-122.181,test,
20140611T000000,5,6.25,8670,64033,2.0,0,4,3,13,6120,2550,1965,2003,98177,47.7295,-122.372,test,
20150206T000000,4,2.0,1950,9940,1.0,0,0,4,7,1950,0,1963,0,98008,47.6332,-122.118,test,
20140801T000000,3,2.5,1940,7415,2.0,0,0,3,8,1940,0,1965,0,98006,47.542,-122.176,test,
20140909T000000,3,1.75,1570,6975,1.0,0,0,3,7,1040,530,1979,0,98126,47.5137,-122.37,test,
20150227T000000,2,2.25,1230,1058,2.0,0,0,3,7,1160,70,2008,0,98027,47.5325,-122.073,test,
20140515T000000,4,2.5,2240,7200,2.0,0,0,3,8,2240,0,1995,0,98118,47.5636,-122.275,test,
20141125T000000,4,2.5,2010,9075,1.0,0,0,4,8,1310,700,1959,0,98006,47.553,-122.182,test,
20141029T000000,2,1.0,1350,368517,1.0,0,0,3,6,1350,0,1947,0,98077,47.7617,-122.061,test,
20141028T000000,3,2.5,3550,136343,2.0,0,0,3,10,3550,0,1977,0,98014,47.6223,-121.869,test,
20141119T000000,3,3.0,3490,4500,2.5,0,0,3,9,3170,320,1924,0,98102,47.6394,-122.321,test,
20150408T000000,3,2.75,3130,19530,1.0,1,4,3,8,1690,1440,1947,1984,98008,47.5895,-122.111,test,
20140925T000000,3,1.5,1510,10588,1.5,0,0,3,7,1510,0,1947,0,98198,47.3775,-122.319,test,
20141222T000000,3,1.75,1370,10866,1.0,0,0,4,6,1370,0,1945,0,98052,47.6774,-122.164,test,
20140505T000000,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.048,test,
20140728T000000,4,3.5,5860,7200,2.0,0,0,5,10,3690,2170,1907,0,98112,47.6287,-122.287,test,
20140805T000000,3,2.5,1650,13816,2.0,0,0,3,7,1650,0,1998,0,98014,47.6553,-121.913,test,
20140923T000000,3,1.75,1310,18400,1.0,0,0,3,7,870,440,1954,0,98168,47.5035,-122.302,test,
20150417T000000,3,2.25,1400,1078,2.0,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,test,
20140609T000000,3,2.5,1960,4400,2.0,0,0,3,7,1960,0,2006,0,98065,47.5384,-121.889,test,
20140728T000000,2,1.0,1170,3000,1.5,0,0,3,7,1170,0,1910,0,98103,47.6697,-122.338,test,
20141001T000000,3,1.5,1610,10291,1.0,0,0,4,7,1610,0,1961,0,98022,47.2025,-121.999,test,
20150319T000000,2,1.0,1140,8147,1.0,0,0,3,7,1140,0,1958,0,98125,47.7278,-122.289,test,
20140602T000000,3,2.5,2230,5750,2.0,0,0,3,9,2230,0,2003,0,98033,47.6938,-122.213,test,
20140804T000000,1,2.5,1820,3008,2.0,0,0,3,7,1090,730,1910,2004,98103,47.6529,-122.339,test,
20141212T000000,4,2.5,2450,12987,1.0,0,0,4,9,2030,420,1980,0,98007,47.6197,-122.15,test,
20140718T000000,3,1.75,2330,6000,1.5,0,0,4,7,1630,700,1940,0,98126,47.5765,-122.378,test,
20140822T000000,4,1.75,1660,11664,1.0,0,0,3,6,1010,650,1952,0,98168,47.4943,-122.331,test,
20150321T000000,4,2.5,2150,8536,1.0,0,3,4,8,1400,750,1967,0,98006,47.5663,-122.163,test,
20140722T000000,5,1.0,3240,5324,2.0,0,0,3,9,3240,0,2007,0,98065,47.523,-121.875,test,
20150428T000000,4,2.5,2160,7725,1.0,0,0,4,8,1460,700,1978,0,98023,47.3078,-122.378,test,
20141211T000000,3,2.25,2520,78408,2.0,0,0,3,9,2520,0,1988,0,98001,47.3514,-122.279,test,
20140515T000000,4,2.75,2550,7636,1.0,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,test,
20150225T000000,3,1.0,1560,7800,1.0,0,0,3,7,1560,0,1955,0,98188,47.4549,-122.287,test,
20141028T000000,3,2.0,1510,10827,2.0,0,0,3,7,1510,0,1984,0,98052,47.654,-122.127,test,
20140729T000000,4,3.0,2900,10400,1.0,0,3,5,8,1530,1370,1959,0,98008,47.5854,-122.114,test,
20141208T000000,4,1.75,2800,90169,2.0,0,0,3,7,2800,0,1934,1985,98065,47.5204,-121.829,test,
20140915T000000,3,2.5,2630,10047,2.0,0,0,3,9,2630,0,1996,0,98027,47.5515,-122.083,test,
20140619T000000,3,2.5,2480,6112,2.0,0,0,3,7,2480,0,2004,0,98058,47.4387,-122.114,test,
20150424T000000,3,1.75,2190,6450,1.0,0,0,3,8,1480,710,1957,0,98136,47.5284,-122.391,test,
20141121T000000,3,2.5,1520,3041,2.0,0,0,3,7,1520,0,2009,0,98059,47.4874,-122.152,test,
20141028T000000,3,2.5,4040,147856,2.0,0,0,3,9,4040,0,2004,0,98092,47.2711,-122.067,test,
20140818T000000,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1949,0,98117,47.6842,-122.393,test,
20150327T000000,5,2.5,3670,8960,1.5,0,0,3,8,3670,0,1973,0,98052,47.6654,-122.142,test,
20141110T000000,4,2.5,3040,35201,2.0,0,0,4,10,3040,0,1987,0,98027,47.4872,-122.066,test,
20140627T000000,4,2.5,1890,7867,2.0,0,0,3,8,1890,0,1996,0,98038,47.3788,-122.031,test,
20150407T000000,4,4.25,4883,26040,2.0,0,3,3,10,3859,1024,2006,0,98092,47.263,-122.216,test,
20141210T000000,3,2.5,2495,4400,2.0,0,0,3,8,2495,0,2007,0,98001,47.2877,-122.283,test,
20150218T000000,3,2.0,1580,6655,1.0,0,0,3,6,790,790,1944,0,98178,47.4927,-122.248,test,
20140911T000000,3,2.25,2040,130680,2.0,0,0,3,9,2040,0,1977,0,98072,47.7584,-122.136,test,
20140715T000000,2,2.0,1440,213008,2.0,0,0,4,7,1440,0,1990,0,98070,47.3604,-122.457,test,
20150116T000000,3,1.75,2800,19386,1.0,1,4,3,8,1400,1400,1965,0,98198,47.3554,-122.324,test,
20140602T000000,4,2.5,2710,5500,2.0,0,0,3,9,2710,0,1999,0,98074,47.6027,-122.023,test,
20140722T000000,6,3.75,3160,5000,2.0,0,0,3,8,3160,0,1989,0,98107,47.6748,-122.384,test,
20140528T000000,2,1.5,880,1157,2.0,0,0,3,7,880,0,2007,0,98126,47.5188,-122.376,test,
20150326T000000,4,2.5,1677,7209,2.0,0,0,3,7,1677,0,2011,0,98023,47.2957,-122.357,test,
20141120T000000,4,2.5,3140,11049,2.0,0,0,3,10,3140,0,1988,0,98004,47.5817,-122.192,test,
20140613T000000,3,1.5,1650,9957,1.0,0,0,4,7,1100,550,1961,0,98125,47.7303,-122.298,test,
20140923T000000,4,2.75,3090,7650,2.0,0,2,3,8,2340,750,1959,1989,98042,47.3622,-122.157,test,
20150429T000000,3,1.5,1240,9975,1.0,0,0,3,6,1240,0,1977,0,98024,47.5667,-121.905,test,
20140821T000000,3,1.75,1960,5520,1.0,0,0,4,7,1080,880,1952,0,98199,47.6535,-122.397,test,
20150204T000000,4,2.0,2420,31465,1.0,0,0,3,9,2420,0,1984,0,98092,47.3131,-122.115,test,
20150403T000000,3,2.5,1230,23522,1.0,0,0,4,7,1230,0,1978,0,98059,47.515,-122.162,test,
20150305T000000,3,1.0,1190,10350,1.0,0,0,4,7,1190,0,1959,0,98028,47.7428,-122.244,test,
20150204T000000,3,2.0,1370,7500,1.0,0,0,3,7,1370,0,1997,0,98038,47.3634,-122.046,test,
20141106T000000,2,1.0,890,5000,1.0,0,0,4,6,890,0,1947,0,98118,47.5526,-122.287,test,
20150225T000000,4,1.75,2130,8151,1.0,0,0,4,7,1330,800,1967,0,98031,47.3932,-122.201,test,
20150415T000000,5,3.5,4230,16526,2.0,0,0,3,10,4230,0,2008,0,98004,47.5933,-122.199,test,
20150417T000000,3,2.5,2420,6847,2.0,0,0,3,9,2420,0,2009,0,98133,47.7329,-122.356,test,
20140521T000000,3,1.75,2380,6000,1.5,0,0,3,7,1320,1060,1935,0,98178,47.498,-122.222,test,
20150212T000000,3,2.0,2110,9199,1.0,0,0,3,10,2110,0,1993,0,98074,47.6496,-122.083,test,
20141202T000000,4,1.0,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6058,-122.3,test,
20150430T000000,3,1.5,1210,5200,1.0,0,0,5,6,1210,0,1969,0,98042,47.3615,-122.087,test,
20141215T000000,2,1.75,1170,4887,1.0,0,0,3,6,1020,150,1929,0,98117,47.695,-122.366,test,
20140716T000000,2,1.0,833,143947,1.0,0,0,3,5,833,0,2006,0,98070,47.3889,-122.482,test,
20141121T000000,2,1.0,920,6600,1.0,0,0,4,6,920,0,1910,0,98118,47.5572,-122.282,test,
20140730T000000,3,2.0,2010,12950,1.0,0,0,3,8,2010,0,1953,0,98034,47.7222,-122.229,test,
20150504T000000,3,1.0,1210,5200,1.0,0,0,3,6,1210,0,1941,0,98126,47.531,-122.373,test,
20141110T000000,4,2.5,1950,3000,2.0,0,0,3,7,1550,400,1998,0,98118,47.565,-122.281,test,
20150504T000000,3,1.5,1750,5400,1.0,0,0,4,7,1050,700,1952,0,98115,47.6799,-122.279,test,
20150508T000000,4,1.75,1840,7275,1.0,0,0,3,7,1090,750,1976,0,98031,47.4002,-122.189,test,
20140902T000000,4,3.25,4110,14219,2.0,0,2,4,10,2570,1540,1979,0,98028,47.7382,-122.264,test,
20140708T000000,1,1.0,850,8050,1.0,0,0,2,6,850,0,1906,0,98118,47.5427,-122.288,test,
20140714T000000,3,1.75,1950,8480,1.0,0,0,4,8,1250,700,1962,0,98007,47.5893,-122.15,test,
20140820T000000,4,2.0,2360,7440,1.0,0,0,3,7,1180,1180,1955,0,98178,47.5044,-122.245,test,
20150129T000000,3,1.0,970,14850,1.0,0,0,3,7,970,0,1968,0,98001,47.3251,-122.268,test,
20140711T000000,4,3.0,2530,5625,1.0,0,0,3,8,1470,1060,1976,0,98034,47.7094,-122.233,test,
20140922T000000,3,1.5,1340,1110,2.0,0,0,3,7,1040,300,1999,0,98117,47.698,-122.366,test,
20140509T000000,3,2.0,1920,8075,1.0,0,0,4,7,1510,410,1969,0,98023,47.3092,-122.375,test,
20140520T000000,4,2.25,2220,6953,2.0,0,0,4,8,2220,0,1999,0,98038,47.3509,-122.041,test,
20140714T000000,3,2.5,2540,8073,1.0,0,0,4,8,1880,660,1937,0,98177,47.7176,-122.36,test,
20150501T000000,3,1.5,1430,11173,1.0,0,0,1,7,1430,0,1955,0,98006,47.5734,-122.153,test,
20141013T000000,4,2.5,3810,13579,2.0,0,0,3,10,3810,0,2003,0,98007,47.6006,-122.153,test,
20141208T000000,4,1.75,1650,6900,1.0,0,0,3,7,910,740,1978,1993,98002,47.2802,-122.211,test,
20140508T000000,4,1.75,2250,13515,1.0,0,0,4,8,2150,100,1940,0,98030,47.3789,-122.229,test,
20140515T000000,3,1.0,1230,12305,1.0,0,0,3,7,1230,0,1955,1990,98004,47.6095,-122.195,test,
20141118T000000,3,2.5,1980,7800,2.0,0,0,3,8,1980,0,1999,0,98055,47.4492,-122.199,test,
20141212T000000,4,1.0,1750,68841,1.0,0,0,3,7,1750,0,1942,0,98058,47.4442,-122.081,test,
20140718T000000,3,1.0,1390,12145,1.0,0,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,test,
20140908T000000,3,2.0,1860,42800,1.0,0,0,4,7,930,930,1983,0,98075,47.5898,-122.004,test,
20150213T000000,3,1.0,1122,6554,1.5,0,0,3,5,1122,0,1900,0,98118,47.5135,-122.257,test,
20141013T000000,2,1.75,2080,8112,1.0,1,4,4,8,1040,1040,1939,1984,98125,47.7134,-122.277,test,
20141110T000000,3,1.75,1250,7710,1.0,0,0,4,7,1250,0,1947,0,98155,47.7623,-122.317,test,
20140708T000000,3,2.75,2830,3496,2.0,0,0,3,8,2830,0,2012,0,98029,47.5606,-122.011,test,
20141016T000000,4,2.5,2434,4400,2.0,0,0,3,8,2434,0,2007,0,98001,47.2874,-122.283,test,
20141201T000000,4,1.75,2250,10108,1.0,0,0,4,8,2250,0,1967,0,98008,47.5922,-122.118,test,
20141212T000000,4,2.5,2570,11473,2.0,0,0,3,8,2570,0,2008,0,98003,47.2809,-122.296,test,
20140527T000000,3,1.75,1780,13095,1.0,0,0,4,9,1780,0,1983,0,98042,47.367,-122.152,test,
20150310T000000,2,1.0,1000,3700,1.0,0,0,3,6,800,200,1929,0,98118,47.552,-122.29,test,
20150226T000000,3,1.0,1080,7486,1.5,0,0,3,6,990,90,1942,0,98146,47.4838,-122.335,test,
20150108T000000,3,2.25,2090,7500,1.0,0,0,4,7,1280,810,1977,0,98031,47.3951,-122.172,test,
20150417T000000,2,2.5,1741,1439,2.0,0,0,3,8,1446,295,2007,0,98034,47.7043,-122.209,test,
20140811T000000,3,1.75,2340,51836,1.5,0,0,3,8,1510,830,1978,0,98027,47.4846,-122.035,test,
20140603T000000,5,2.75,2040,7488,1.0,0,0,4,7,1200,840,1969,0,98034,47.7289,-122.172,test,
20150113T000000,5,2.25,3320,13138,1.0,0,2,4,9,1900,1420,1964,0,98028,47.759,-122.269,test,
20140610T000000,3,1.75,1760,8400,1.0,0,0,4,8,1460,300,1960,0,98136,47.5355,-122.39,test,
20150327T000000,3,2.5,1610,5024,2.0,0,0,3,7,1610,0,2004,0,98038,47.3833,-122.043,test,
20150329T000000,3,1.75,1190,6000,1.0,0,0,3,7,1190,0,1952,2015,98178,47.5026,-122.236,test,
20150429T000000,5,3.0,2480,7200,1.0,0,0,3,7,1560,920,1999,0,98188,47.4586,-122.283,test,
20140722T000000,3,2.0,1390,7200,1.0,0,0,3,7,1390,0,1996,0,98058,47.434,-122.154,test,
20140926T000000,3,1.0,1040,8410,1.0,0,0,3,7,1040,0,1942,2014,98188,47.453,-122.289,test,
20150311T000000,5,2.75,2980,9838,1.0,0,0,3,7,1710,1270,1968,0,98030,47.3807,-122.222,test,
20140612T000000,3,3.25,1470,1235,2.0,0,0,3,7,1180,290,2008,0,98108,47.5537,-122.313,test,
20150106T000000,2,1.0,700,4800,1.0,0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,test,
20140827T000000,5,3.0,4350,37169,2.0,0,0,3,10,2950,1400,1972,0,98005,47.6518,-122.16,test,
20140729T000000,4,2.0,1760,5500,1.0,0,1,3,7,780,980,1925,2004,98118,47.5183,-122.265,test,
20141007T000000,3,1.75,1560,5760,1.0,0,0,5,6,780,780,1927,0,98106,47.5272,-122.359,test,
20140508T000000,4,1.75,2480,9195,1.0,0,0,3,7,1390,1090,1950,0,98004,47.584,-122.195,test,
20150211T000000,5,2.25,2760,6350,1.0,0,0,3,7,1380,1380,1958,0,98126,47.5561,-122.379,test,
20140714T000000,4,2.5,2448,4949,2.0,0,0,3,9,2448,0,2014,0,98030,47.3428,-122.179,test,
20150224T000000,3,1.75,1540,6632,1.0,0,0,3,7,1070,470,1959,0,98178,47.4973,-122.252,test,
20140508T000000,5,2.5,3160,11470,1.0,0,0,4,9,1780,1380,1971,0,98040,47.5368,-122.216,test,
20150105T000000,4,2.75,1930,13041,1.0,0,0,4,8,1180,750,1980,0,98072,47.7502,-122.085,test,
20140723T000000,4,2.75,3020,7203,2.0,0,0,3,9,3020,0,2014,0,98033,47.6948,-122.178,test,
20140804T000000,5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,98052,47.6635,-122.149,test,
20141014T000000,4,1.75,2480,14782,1.0,0,3,3,8,1460,1020,1958,0,98155,47.7646,-122.271,test,
20140826T000000,3,1.0,1590,8160,1.0,0,1,3,7,1090,500,1954,0,98198,47.4013,-122.321,test,
20140729T000000,5,2.5,2510,7525,1.5,0,0,4,7,1710,800,1929,0,98106,47.5422,-122.359,test,
20140521T000000,4,3.25,3810,8519,1.0,0,1,3,10,2680,1130,2007,0,98033,47.699,-122.207,test,
20141002T000000,4,2.5,1900,8282,1.0,0,0,3,7,1900,0,1968,1997,98022,47.2089,-122.003,test,
20141222T000000,3,1.5,1390,11340,1.0,0,0,4,7,1390,0,1963,0,98031,47.3984,-122.186,test,
20140725T000000,4,1.5,2993,19400,2.0,0,0,4,7,2233,760,1921,0,98166,47.4692,-122.365,test,
20140804T000000,4,1.75,2480,11010,1.0,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,test,
20140702T000000,4,1.75,1440,13296,1.0,0,0,4,8,1440,0,1967,0,98004,47.634,-122.204,test,
20150413T000000,2,1.0,1120,12625,1.0,0,3,3,7,1120,0,1940,0,98136,47.5397,-122.385,test,
20150427T000000,4,1.75,2090,6485,1.0,0,0,3,7,1280,810,1956,0,98178,47.4958,-122.265,test,
20140508T000000,3,2.5,1750,3354,2.0,0,0,4,7,1750,0,1991,0,98033,47.6953,-122.199,test,
20140726T000000,4,2.25,2130,10650,2.0,0,0,4,8,2130,0,1977,0,98006,47.5567,-122.159,test,
20150422T000000,4,3.0,2483,5701,2.0,0,0,3,8,2483,0,2005,0,98030,47.3623,-122.199,test,
20150225T000000,3,1.75,1410,7700,1.0,0,0,4,7,1410,0,1967,0,98056,47.5375,-122.176,test,
20150325T000000,4,1.0,1410,7693,1.5,0,0,4,7,1410,0,1953,0,98133,47.7604,-122.331,test,
20140514T000000,4,2.5,3040,24123,2.0,0,0,3,8,3040,0,1999,0,98092,47.2667,-122.216,test,
20141009T000000,3,2.5,2810,4607,2.0,0,0,3,8,2810,0,2004,0,98011,47.7735,-122.227,test,
20141021T000000,4,2.5,2760,5750,2.0,0,0,3,8,2760,0,1993,0,98112,47.627,-122.303,test,
20150206T000000,4,2.5,4940,10037,1.0,0,4,3,9,3450,1490,1953,0,98178,47.5095,-122.247,test,
20150422T000000,3,2.0,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,47.6807,-122.369,test,
20140520T000000,3,2.5,3050,158558,1.0,0,0,4,9,3050,0,1987,0,98055,47.4326,-122.208,test,
20140830T000000,3,1.0,1040,4480,1.0,0,0,3,7,870,170,1924,0,98109,47.6461,-122.356,test,
20140620T000000,5,4.0,3366,7800,2.5,0,2,3,8,2966,400,1937,0,98199,47.6466,-122.391,test,
20150403T000000,5,1.75,1730,10368,1.0,0,0,5,7,1010,720,1963,0,98059,47.5008,-122.162,test,
20140716T000000,3,2.25,1740,9672,1.0,0,0,4,7,1110,630,1963,0,98031,47.4149,-122.181,test,
20150128T000000,4,2.5,2410,6440,1.0,0,0,3,8,1550,860,1974,0,98034,47.7153,-122.191,test,
20140514T000000,3,2.5,2090,7640,1.0,0,0,3,7,1360,730,1962,2014,98133,47.7369,-122.338,test,
20140609T000000,3,1.0,1590,13000,1.5,0,0,3,6,1590,0,1944,0,98166,47.4789,-122.346,test,
20150122T000000,4,1.0,1460,3840,1.5,0,0,3,8,1340,120,1928,0,98106,47.533,-122.347,test,
20141104T000000,2,1.0,1430,7819,1.0,0,0,3,7,1110,320,1944,0,98125,47.7307,-122.302,test,
20150310T000000,2,2.5,1320,1957,1.0,0,0,3,8,660,660,2004,0,98106,47.5364,-122.365,test,
20140522T000000,3,1.5,1660,4800,2.0,0,0,3,8,1660,0,1907,0,98119,47.6352,-122.358,test,
20140515T000000,4,2.5,3200,7535,2.0,0,0,3,9,3200,0,2006,0,98105,47.666,-122.276,test,
20150408T000000,4,2.5,2750,13950,1.0,0,3,4,8,1380,1370,1948,0,98146,47.4938,-122.364,test,
20140812T000000,1,1.0,1180,4000,1.5,0,2,4,8,840,340,1910,0,98118,47.5561,-122.266,test,
20140522T000000,4,2.5,2052,3723,2.0,0,0,3,8,2052,0,2014,0,98003,47.2824,-122.295,test,
20150409T000000,3,2.5,2530,7000,2.5,0,4,3,9,2530,0,1915,1999,98136,47.5465,-122.398,test,
20150506T000000,3,1.0,1060,20040,1.0,0,0,3,6,1060,0,1943,0,98034,47.7281,-122.235,test,
20141007T000000,5,2.25,2070,10488,1.0,0,0,4,7,1080,990,1958,0,98008,47.6095,-122.122,test,
20140904T000000,4,2.5,2440,7093,2.0,0,0,3,7,2440,0,1999,0,98030,47.3817,-122.204,test,
20140902T000000,3,1.0,1020,6120,1.0,0,0,3,7,1020,0,1941,0,98115,47.6787,-122.285,test,
20141122T000000,3,2.75,2030,7700,1.0,0,0,5,8,1400,630,1965,0,98008,47.626,-122.112,test,
20150506T000000,3,2.25,2260,17114,2.0,0,0,3,7,2260,0,1990,0,98155,47.7537,-122.296,test,
20140707T000000,6,3.5,3000,8401,1.0,0,0,3,8,1500,1500,1979,0,98125,47.7226,-122.299,test,
20150421T000000,5,3.0,2670,11761,1.0,0,0,3,7,1370,1300,1981,0,98052,47.6895,-122.129,test,
20140813T000000,4,1.0,1150,6000,1.5,0,0,3,6,1150,0,1907,0,98118,47.562,-122.283,test,
20141201T000000,5,2.75,2770,6116,1.0,0,0,3,7,1490,1280,1979,0,98168,47.4847,-122.291,test,
20150406T000000,4,1.5,1790,4080,1.5,0,0,5,7,1790,0,1928,0,98144,47.5749,-122.291,test,
20141016T000000,3,2.25,2100,14027,2.0,0,0,3,8,2100,0,1979,0,98042,47.3833,-122.1,test,
20140918T000000,3,2.5,2630,10131,2.0,0,0,3,9,2630,0,1989,0,98028,47.7695,-122.259,test,
20140818T000000,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,1961,0,98033,47.693,-122.168,test,
20140820T000000,3,2.5,3370,6550,2.0,0,2,4,8,2840,530,1912,2001,98126,47.5442,-122.38,test,
20140505T000000,6,2.75,3200,9200,1.0,0,2,4,8,1600,1600,1953,0,98146,47.492,-122.364,test,
20150318T000000,3,2.25,1500,2692,2.0,0,0,3,7,1500,0,1986,0,98034,47.7159,-122.203,test,
20140808T000000,2,1.0,1040,13920,1.0,0,0,3,6,1040,0,1973,0,98198,47.3756,-122.306,test,
20140522T000000,1,1.0,550,1279,2.0,0,0,3,7,550,0,2008,0,98122,47.616,-122.314,test,
20141118T000000,5,3.25,4115,7910,2.0,0,0,3,9,4115,0,2014,0,98053,47.6847,-122.016,test,
20140620T000000,3,2.5,1820,8085,2.0,0,0,3,7,1820,0,1983,0,98055,47.4575,-122.204,test,
20140916T000000,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,test,
20150505T000000,1,1.5,1100,3451,1.5,0,0,4,8,1100,0,1978,0,98198,47.3829,-122.322,test,
20150212T000000,4,2.0,1210,4250,1.0,0,0,4,7,1210,0,1941,0,98108,47.5275,-122.321,test,
20140731T000000,3,2.25,2220,9800,2.0,0,0,3,8,2220,0,1987,0,98155,47.7635,-122.286,test,
20140529T000000,4,1.75,1700,7800,1.0,0,0,5,7,1120,580,1981,0,98059,47.4801,-122.158,test,
20140510T000000,5,2.75,3060,7015,1.0,0,0,5,8,1600,1460,1979,0,98146,47.5052,-122.372,test,
20150320T000000,4,1.75,1620,10530,1.0,0,0,3,7,1620,0,1968,0,98030,47.3808,-122.211,test,
20141119T000000,3,2.5,1930,6180,1.0,0,0,3,7,1330,600,1961,0,98155,47.7481,-122.327,test,
